,blk_no,street,flat_type,latitude,longitude,month,resale_price
16815,104A,EDGEFIELD PLAINS,5 ROOM,1.396805705,103.9050542,2019-10,412000.0
16816,104A,HENDERSON CRES,,1.28903386,103.82148719999999,,
16859,104B,ANG MO KIO ST 11,5 ROOM,1.371511514,103.8384588,2019-09,648888.0
16860,104B,CANBERRA ST,,1.4503747230000001,103.831645,,
16900,104B,DEPOT RD,4 ROOM,1.28049144,103.8121008,2019-10,645000.0
16901,104B,DEPOT RD,5 ROOM,1.28049144,103.8121008,2019-10,620000.0
16939,104B,EDGEFIELD PLAINS,4 ROOM,1.396608862,103.9053038,2018-04,335000.0
16938,104B,EDGEFIELD PLAINS,5 ROOM,1.396608862,103.9053038,2017-08,430000.0
16940,104C,ANG MO KIO ST 11,,1.3719331590000001,103.8383303,,
16941,104C,CANBERRA ST,,1.44970558,103.8317739,,
16942,104C,DEPOT RD,,1.280546798,103.8115715,,
16943,104D,CANBERRA ST,,1.4498641140000001,103.83247270000001,,
17008,105,ALJUNIED CRES,4 ROOM,1.319468621,103.8827515,2019-10,490000.0
17007,105,ALJUNIED CRES,5 ROOM,1.319468621,103.8827515,2019-04,600000.0
17092,105,ANG MO KIO AVE 4,4 ROOM,1.3723132830000002,103.8376011,2019-10,320000.0
17506,105,BEDOK NTH AVE 4,3 ROOM,1.333722809,103.9365177,2020-01,332000.0
17503,105,BEDOK NTH AVE 4,4 ROOM,1.333722809,103.9365177,2019-07,348888.0
17261,105,BEDOK RESERVOIR RD,3 ROOM,1.3291443790000002,103.9091128,2020-01,275000.0
17258,105,BEDOK RESERVOIR RD,4 ROOM,1.3291443790000002,103.9091128,2019-10,373500.0
17646,105,BISHAN ST 12,3 ROOM,1.3458949359999999,103.84736529999999,2019-03,350000.0
17647,105,BISHAN ST 12,4 ROOM,1.3458949359999999,103.84736529999999,2019-03,545000.0
17727,105,BT BATOK CTRL,4 ROOM,1.3487241330000002,103.746633,2019-11,390000.0
17825,105,BT PURMEI RD,3 ROOM,1.272483013,103.824703,2014-08,383000.0
17828,105,BT PURMEI RD,4 ROOM,1.272483013,103.824703,2019-12,510000.0
17829,105,CANBERRA ST,,1.448864022,103.8323929,,
17862,105,CLEMENTI ST 12,3 ROOM,1.32271179,103.76988809999999,2019-11,282500.0
17920,105,DEPOT RD,3 ROOM,1.28089298,103.8123553,1999-12,151000.0
17921,105,EDGEFIELD PLAINS,,1.397229386,103.9055909,,
17979,105,GANGSA RD,3 ROOM,1.378312421,103.76776329999998,2019-06,260000.0
17980,105,GANGSA RD,4 ROOM,1.378312421,103.76776329999998,2019-08,313000.0
18172,105,HENDERSON CRES,3 ROOM,1.290214202,103.8223568,2020-01,300000.0
18076,105,HENDERSON CRES,5 ROOM,1.290214202,103.8223568,2002-07,320000.0
18173,105,HOUGANG AVE 1,,1.353847285,103.89009420000001,,
18174,105,JLN BT MERAH,,1.280632398,103.8249355,,
18269,105,JLN RAJAH,EXECUTIVE,1.3282655140000001,103.8541545,2020-01,723000.0
18310,105,JURONG EAST ST 13,4 ROOM,1.337624153,103.7383549,2019-11,445000.0
18320,105,LENGKONG TIGA,EXECUTIVE,1.325648315,103.9101122,2007-01,400000.0
18321,105,LOR 1 TOA PAYOH,,1.340422641,103.8491094,,
18443,105,PASIR RIS ST 12,4 ROOM,1.368437921,103.9575388,2019-12,375000.0
18444,105,PASIR RIS ST 12,5 ROOM,1.368437921,103.9575388,2019-12,475000.0
18652,105,POTONG PASIR AVE 1,3 ROOM,1.334423732,103.8686968,2019-08,385000.0
18639,105,POTONG PASIR AVE 1,4 ROOM,1.334423732,103.8686968,2014-10,541000.0
18695,105,RIVERVALE WALK,4 ROOM,1.382156131,103.9007119,2019-07,365000.0
18693,105,RIVERVALE WALK,5 ROOM,1.382156131,103.9007119,2013-12,518000.0
18868,105,SERANGOON NTH AVE 1,3 ROOM,1.370247459,103.870226,2019-07,260000.0
18902,105,SIMEI ST 1,EXECUTIVE,1.340924594,103.9507425,2019-04,648000.0
18903,105,SPOTTISWOODE PK RD,,1.273800756,103.83448220000001,,
19022,105,TAMPINES ST 11,3 ROOM,1.348093125,103.94717759999999,2018-08,318000.0
19024,105,TAMPINES ST 11,4 ROOM,1.348093125,103.94717759999999,2018-12,443000.0
19192,105,TECK WHYE LANE,3 ROOM,1.37765002,103.7529943,2019-07,285000.0
19185,105,TECK WHYE LANE,4 ROOM,1.37765002,103.7529943,2013-07,431000.0
19388,105,TOWNER RD,3 ROOM,1.320813043,103.86134670000001,2019-02,468000.0
19389,105,TOWNER RD,4 ROOM,1.320813043,103.86134670000001,2019-12,610000.0
19518,105,WOODLANDS ST 13,4 ROOM,1.4368447619999998,103.7815791,2019-09,328000.0
19519,105,YISHUN RING RD,,1.431860429,103.8282054,,
19520,105A,BIDADARI PK DR,,1.334006992,103.87043059999999,,
19521,105A,DEPOT RD,,1.281071165,103.81140570000001,,
19563,105A,EDGEFIELD PLAINS,4 ROOM,1.396941332,103.9057295,2019-06,350000.0
19562,105A,EDGEFIELD PLAINS,5 ROOM,1.396941332,103.9057295,2018-09,405000.0
19564,105A,JLN BT MERAH,,1.280661187,103.8242584,,
19565,105B,BIDADARI PK DR,,1.3334740390000002,103.87049040000001,,
19566,105B,DEPOT RD,,1.281108068,103.811133,,
19605,105B,EDGEFIELD PLAINS,4 ROOM,1.3972064640000001,103.9060023,2018-12,350000.0
19606,105B,EDGEFIELD PLAINS,5 ROOM,1.3972064640000001,103.9060023,2019-09,398000.0
19636,105C,EDGEFIELD PLAINS,4 ROOM,1.397672035,103.9055988,2017-12,335000.0
19638,105C,EDGEFIELD PLAINS,5 ROOM,1.397672035,103.9055988,2018-07,450000.0
19680,105D,EDGEFIELD PLAINS,4 ROOM,1.397175309,103.9052296,2019-03,360000.0
19679,105D,EDGEFIELD PLAINS,5 ROOM,1.397175309,103.9052296,2018-07,405000.0
19845,106,ALJUNIED CRES,3 ROOM,1.31905495,103.88290090000001,2019-10,400000.0
19828,106,ALJUNIED CRES,4 ROOM,1.31905495,103.88290090000001,2010-11,456000.0
19843,106,ALJUNIED CRES,5 ROOM,1.31905495,103.88290090000001,2019-06,620000.0
20017,106,ANG MO KIO AVE 4,3 ROOM,1.371933703,103.83748609999999,2019-08,298000.0
19978,106,ANG MO KIO AVE 4,4 ROOM,1.371933703,103.83748609999999,2007-01,232000.0
20200,106,BEDOK NTH AVE 4,2 ROOM,1.33445895,103.9370871,2019-06,200000.0
20178,106,BEDOK RESERVOIR RD,4 ROOM,1.329501522,103.9093817,2019-04,415000.0
20329,106,BIDADARI PK DR,,1.333699478,103.87079609999999,,
20328,106,BISHAN ST 12,4 ROOM,1.346100701,103.8478472,2019-09,525000.0
20440,106,BT BATOK CTRL,4 ROOM,1.348222309,103.74718850000001,2019-05,410000.0
20537,106,BT PURMEI RD,3 ROOM,1.27298937,103.8256268,2018-08,400000.0
20538,106,BT PURMEI RD,4 ROOM,1.27298937,103.8256268,2018-12,525000.0
20539,106,C'WEALTH CRES,,1.308226033,103.79959129999999,,
20540,106,CANBERRA ST,,1.4491376880000002,103.8327692,,
20541,106,CLEMENTI ST 12,,1.321914673,103.7698152,,
20645,106,GANGSA RD,3 ROOM,1.377902,103.7674123,2019-03,290000.0
20646,106,GANGSA RD,4 ROOM,1.377902,103.7674123,2019-10,330000.0
20743,106,HENDERSON CRES,4 ROOM,1.289426079,103.8222768,2018-10,477000.0
20769,106,HOUGANG AVE 1,3 ROOM,1.353702971,103.8906808,2019-09,250000.0
20763,106,HOUGANG AVE 1,4 ROOM,1.353702971,103.8906808,2012-04,413000.0
20916,106,JLN BT MERAH,,1.280242587,103.82452359999999,,
20915,106,JLN DUSUN,4 ROOM,1.328557712,103.8447968,2019-11,478888.0
20848,106,JLN RAJAH,EXECUTIVE,1.328476558,103.8546989,2020-01,730000.0
21018,106,JURONG EAST ST 13,5 ROOM,1.337249651,103.7376747,2019-07,610000.0
21066,106,LENGKONG TIGA,EXECUTIVE,1.325088459,103.9100088,2018-07,855000.0
21067,106,LOR 1 TOA PAYOH,,1.340421956,103.848185,,
21177,106,PASIR RIS ST 12,4 ROOM,1.36801255,103.9576531,2017-10,400000.0
21173,106,PASIR RIS ST 12,5 ROOM,1.36801255,103.9576531,2012-10,505000.0
21218,106,POTONG PASIR AVE 1,3 ROOM,1.3341003359999999,103.8681713,2019-11,357800.0
21219,106,PUNGGOL FIELD,,1.3963918530000001,103.9082918,,
21275,106,RIVERVALE WALK,4 ROOM,1.3824972919999998,103.9003213,2018-05,348000.0
21272,106,RIVERVALE WALK,5 ROOM,1.3824972919999998,103.9003213,2014-11,465000.0
21421,106,SERANGOON NTH AVE 1,3 ROOM,1.3702446209999999,103.870823,2017-12,285000.0
21534,106,SIMEI ST 1,4 ROOM,1.341885217,103.9508335,2020-01,455000.0
21533,106,SIMEI ST 1,5 ROOM,1.341885217,103.9508335,2019-11,515000.0
21635,106,SPOTTISWOODE PK RD,5 ROOM,1.273566738,103.8340582,2019-11,715000.0
21711,106,TAMPINES ST 11,4 ROOM,1.347539192,103.94767540000001,2008-09,337000.0
21721,106,TAMPINES ST 11,5 ROOM,1.347539192,103.94767540000001,2019-11,545000.0
21849,106,TECK WHYE LANE,3 ROOM,1.3779579880000001,103.7529316,2020-01,250000.0
21848,106,TECK WHYE LANE,4 ROOM,1.3779579880000001,103.7529316,2019-06,308000.0
21921,106,TOWNER RD,4 ROOM,1.32102001,103.8609978,2019-07,650000.0
21922,106,TOWNER RD,5 ROOM,1.32102001,103.8609978,2019-11,725000.0
21948,106,WOODLANDS ST 13,3 ROOM,1.4367694340000001,103.7822242,2017-10,285000.0
21947,106,WOODLANDS ST 13,4 ROOM,1.4367694340000001,103.7822242,2017-01,333888.0
22000,106,YISHUN RING RD,3 ROOM,1.431478614,103.82745200000001,2020-01,245000.0
21991,106,YISHUN RING RD,4 ROOM,1.431478614,103.82745200000001,2011-11,347000.0
22001,106A,BIDADARI PK DR,,1.334139,103.87125970000001,,
22002,106A,CANBERRA ST,,1.448505769,103.8331009,,
22045,106A,DEPOT RD,4 ROOM,1.28061365,103.8109679,2014-09,652800.0
22047,106A,DEPOT RD,5 ROOM,1.28061365,103.8109679,2017-10,715000.0
22048,106A,HENDERSON CRES,,1.2889917340000001,103.8224001,,
22049,106A,LOR 1 TOA PAYOH,,1.3405789540000002,103.8479348,,
22102,106A,PUNGGOL FIELD,4 ROOM,1.396604861,103.9083441,2019-12,360000.0
22101,106A,PUNGGOL FIELD,5 ROOM,1.396604861,103.9083441,2019-10,428000.0
22103,106B,BIDADARI PK DR,,1.3336421109999999,103.87116479999999,,
22104,106B,CANBERRA ST,,1.4480429069999998,103.8332352,,
22137,106B,DEPOT RD,4 ROOM,1.280649504,103.8107509,2019-07,546888.0
22135,106B,DEPOT RD,5 ROOM,1.280649504,103.8107509,2018-04,623888.0
22166,106B,PUNGGOL FIELD,4 ROOM,1.397094532,103.9079554,2019-11,380000.0
22163,106B,PUNGGOL FIELD,5 ROOM,1.397094532,103.9079554,2017-07,421000.0
22190,106C,PUNGGOL FIELD,4 ROOM,1.397366642,103.9075622,2012-05,440000.0
22195,106C,PUNGGOL FIELD,5 ROOM,1.397366642,103.9075622,2019-08,430000.0
22228,106D,PUNGGOL FIELD,5 ROOM,1.3976260669999998,103.90735809999998,2019-11,450000.0
22288,107,ALJUNIED CRES,4 ROOM,1.3189646529999999,103.8842872,2019-08,505000.0
22438,107,ANG MO KIO AVE 4,3 ROOM,1.371384001,103.8373814,2019-07,305000.0
22437,107,ANG MO KIO AVE 4,4 ROOM,1.371384001,103.8373814,2019-02,388000.0
22654,107,BEDOK NTH RD,3 ROOM,1.3323174070000001,103.9363013,2019-09,260000.0
22651,107,BEDOK NTH RD,4 ROOM,1.3323174070000001,103.9363013,2018-04,355000.0
22806,107,BEDOK RESERVOIR RD,3 ROOM,1.329870289,103.90922040000001,2019-07,275000.0
22807,107,BEDOK RESERVOIR RD,4 ROOM,1.329870289,103.90922040000001,2019-11,405000.0
22926,107,BISHAN ST 12,4 ROOM,1.3464176140000002,103.8479207,2019-10,500000.0
23018,107,BT BATOK WEST AVE 6,4 ROOM,1.347810885,103.7466088,2019-10,420000.0
23127,107,BT PURMEI RD,3 ROOM,1.273101655,103.82450859999999,2019-06,381000.0
23128,107,BT PURMEI RD,4 ROOM,1.273101655,103.82450859999999,2019-10,495000.0
23129,107,C'WEALTH CRES,,1.307862447,103.7993123,,
23130,107,CANBERRA ST,,1.449679346,103.832828,,
23131,107,CLEMENTI ST 12,,1.322254751,103.76996070000001,,
23197,107,GANGSA RD,EXECUTIVE,1.3779846969999998,103.7667147,2019-09,525000.0
23198,107,HOUGANG AVE 1,,1.353463413,103.8904465,,
23454,107,JLN BT MERAH,3 ROOM,1.279865976,103.8255259,2019-12,233000.0
23260,107,JLN RAJAH,4 ROOM,1.3278533270000001,103.85499370000001,2019-11,448000.0
23258,107,JLN RAJAH,5 ROOM,1.3278533270000001,103.85499370000001,2019-03,665000.0
23484,107,JURONG EAST ST 13,5 ROOM,1.337754568,103.7380934,2014-01,598000.0
23485,107,JURONG EAST ST 13,EXECUTIVE,1.337754568,103.7380934,2019-11,755000.0
23496,107,LENGKONG TIGA,EXECUTIVE,1.324954599,103.91017509999999,2003-04,425000.0
23577,107,LOR 1 TOA PAYOH,3 ROOM,1.341233588,103.84729399999999,2019-12,228000.0
23685,107,PASIR RIS ST 12,4 ROOM,1.367509667,103.9575189,2019-06,385000.0
23686,107,PASIR RIS ST 12,5 ROOM,1.367509667,103.9575189,2019-10,500000.0
23779,107,POTONG PASIR AVE 1,3 ROOM,1.334709369,103.86841319999999,2019-12,400000.0
23775,107,POTONG PASIR AVE 1,4 ROOM,1.334709369,103.86841319999999,2018-11,490000.0
23780,107,PUNGGOL FIELD,,1.396934565,103.9077067,,
23836,107,RIVERVALE WALK,4 ROOM,1.3830050130000002,103.9002725,2019-12,388000.0
23834,107,RIVERVALE WALK,5 ROOM,1.3830050130000002,103.9002725,2019-10,455000.0
24008,107,SERANGOON NTH AVE 1,3 ROOM,1.369900404,103.87022490000001,2019-10,240000.0
24172,107,SIMEI ST 1,4 ROOM,1.34216114,103.95048990000001,2019-06,455000.0
24173,107,SIMEI ST 1,5 ROOM,1.34216114,103.95048990000001,2019-10,510000.0
24174,107,SPOTTISWOODE PK RD,,1.273594959,103.8349179,,
24312,107,TAMPINES ST 11,3 ROOM,1.3483642180000002,103.94815870000001,2020-01,348000.0
24310,107,TAMPINES ST 11,4 ROOM,1.3483642180000002,103.94815870000001,2019-05,470000.0
24299,107,TAMPINES ST 11,EXECUTIVE,1.3483642180000002,103.94815870000001,2013-01,670000.0
24389,107,TECK WHYE LANE,EXECUTIVE,1.378055381,103.7535882,2019-06,535000.0
24613,107,TOWNER RD,3 ROOM,1.3197950859999998,103.8604358,2018-11,400000.0
24615,107,TOWNER RD,4 ROOM,1.3197950859999998,103.8604358,2019-08,592000.0
24627,107,WOODLANDS ST 13,EXECUTIVE,1.437298432,103.7822271,2008-10,413000.0
25037,107,YISHUN RING RD,3 ROOM,1.432294917,103.827952,2020-01,262000.0
25032,107,YISHUN RING RD,4 ROOM,1.432294917,103.827952,2019-07,300000.0
25039,107A,C'WEALTH CRES,,1.307946918,103.7996441,,
25040,107A,CANBERRA ST,,1.449765172,103.83314240000001,,
25038,107A,CLEMENTI ST 12,,1.322125917,103.77007979999999,,
25090,107A,EDGEFIELD PLAINS,5 ROOM,1.3971987940000001,103.9068258,2019-08,410000.0
25091,107A,JLN BT MERAH,,1.279865976,103.8255259,,
25092,107A,RIVERVALE WALK,,1.383211335,103.90008370000001,,
25093,107B,CANBERRA ST,,1.4491659119999998,103.8335069,,
25136,107B,EDGEFIELD PLAINS,4 ROOM,1.396837235,103.90724820000001,2019-02,370000.0
25138,107B,EDGEFIELD PLAINS,5 ROOM,1.396837235,103.90724820000001,2019-11,488000.0
25139,107C,CANBERRA ST,,1.4485609469999998,103.8338716,,
25171,107C,EDGEFIELD PLAINS,4 ROOM,1.396621521,103.9076007,2019-09,350000.0
25170,107C,EDGEFIELD PLAINS,5 ROOM,1.396621521,103.9076007,2019-07,445000.0
25206,107D,EDGEFIELD PLAINS,5 ROOM,1.396238035,103.9080073,2019-04,415000.0
25332,108,ALJUNIED CRES,3 ROOM,1.3191751520000001,103.88532159999998,2020-01,340000.0
25331,108,ALJUNIED CRES,4 ROOM,1.3191751520000001,103.88532159999998,2019-04,485000.0
25309,108,ALJUNIED CRES,5 ROOM,1.3191751520000001,103.88532159999998,2010-09,581000.0
25500,108,ANG MO KIO AVE 4,3 ROOM,1.370966352,103.83820190000002,2019-03,290000.0
25501,108,ANG MO KIO AVE 4,4 ROOM,1.370966352,103.83820190000002,2019-12,280000.0
25720,108,BEDOK NTH RD,3 ROOM,1.332740092,103.9362235,2019-04,290000.0
25719,108,BEDOK NTH RD,4 ROOM,1.332740092,103.9362235,2019-02,328888.0
25934,108,BEDOK RESERVOIR RD,3 ROOM,1.330231922,103.909387,2019-08,285000.0
25931,108,BEDOK RESERVOIR RD,4 ROOM,1.330231922,103.909387,2018-08,412000.0
25973,108,BISHAN ST 12,3 ROOM,1.346714989,103.8473984,2019-09,386100.0
25969,108,BISHAN ST 12,4 ROOM,1.346714989,103.8473984,2012-11,470000.0
26079,108,BT BATOK WEST AVE 6,4 ROOM,1.3474438530000001,103.7465021,2020-01,350000.0
26218,108,BT PURMEI RD,3 ROOM,1.273357314,103.8253458,2019-10,368000.0
26217,108,BT PURMEI RD,4 ROOM,1.273357314,103.8253458,2019-05,484800.0
26313,108,C'WEALTH CRES,2 ROOM,1.30754732,103.79908859999999,2012-12,270000.0
26318,108,C'WEALTH CRES,3 ROOM,1.30754732,103.79908859999999,2019-08,295000.0
26287,108,C'WEALTH CRES,4 ROOM,1.30754732,103.79908859999999,2006-05,310000.0
26319,108,CANBERRA WALK,,1.447766114,103.832223,,
26320,108,CLEMENTI ST 11,,1.322123929,103.77026590000001,,
26321,108,DEPOT RD,,1.280864939,103.81014259999999,,
26407,108,GANGSA RD,3 ROOM,1.377596852,103.7672272,2017-06,270000.0
26408,108,GANGSA RD,4 ROOM,1.377596852,103.7672272,2019-10,375000.0
26459,108,HOUGANG AVE 1,3 ROOM,1.3527739330000002,103.89009320000001,2019-12,280000.0
26451,108,HOUGANG AVE 1,4 ROOM,1.3527739330000002,103.89009320000001,2014-07,413000.0
26644,108,JLN BT MERAH,3 ROOM,1.279220088,103.82544140000002,2019-10,355000.0
26643,108,JLN BT MERAH,4 ROOM,1.279220088,103.82544140000002,2019-04,510000.0
26595,108,JLN BT MERAH,EXECUTIVE,1.279220088,103.82544140000002,2002-05,398000.0
26536,108,JLN RAJAH,EXECUTIVE,1.328389357,103.8557509,2020-01,738000.0
26719,108,JURONG EAST ST 13,4 ROOM,1.338380444,103.7372829,2018-08,405000.0
26780,108,LENGKONG TIGA,EXECUTIVE,1.32456371,103.910131,2019-11,870000.0
26903,108,LOR 1 TOA PAYOH,3 ROOM,1.341552529,103.84729509999998,2017-08,305000.0
27011,108,MCNAIR RD,3 ROOM,1.320554197,103.8594077,2017-10,360000.0
27014,108,MCNAIR RD,4 ROOM,1.320554197,103.8594077,2019-02,480000.0
27015,108,MCNAIR RD,5 ROOM,1.320554197,103.8594077,2019-05,692500.0
27076,108,PASIR RIS ST 12,EXECUTIVE,1.367478779,103.95701770000001,2019-06,685000.0
27204,108,POTONG PASIR AVE 1,3 ROOM,1.334720043,103.86792840000001,2020-01,350000.0
27202,108,POTONG PASIR AVE 1,4 ROOM,1.334720043,103.86792840000001,2019-10,520000.0
27205,108,PUNGGOL FIELD,,1.396498616,103.9088663,,
27248,108,RIVERVALE WALK,4 ROOM,1.382811686,103.8997829,2020-01,360000.0
27238,108,RIVERVALE WALK,5 ROOM,1.382811686,103.8997829,2010-09,407000.0
27405,108,SERANGOON NTH AVE 1,3 ROOM,1.369901403,103.8712068,2019-10,263000.0
27399,108,SERANGOON NTH AVE 1,5 ROOM,1.369901403,103.8712068,2017-06,518000.0
27507,108,SIMEI ST 1,4 ROOM,1.3430195409999999,103.95100740000001,2019-06,462000.0
27503,108,SIMEI ST 1,5 ROOM,1.3430195409999999,103.95100740000001,2017-05,560000.0
27508,108,SPOTTISWOODE PK RD,,1.273942277,103.8356593,,
27647,108,TAMPINES ST 11,3 ROOM,1.347866464,103.94856159999999,2019-11,338000.0
27645,108,TAMPINES ST 11,4 ROOM,1.347866464,103.94856159999999,2014-12,420000.0
27730,108,TECK WHYE LANE,EXECUTIVE,1.378324137,103.7529508,2019-08,523000.0
27873,108,WOODLANDS ST 13,4 ROOM,1.437219087,103.7815768,2019-12,308000.0
27940,108,YISHUN RING RD,3 ROOM,1.4323235509999999,103.829072,2019-06,258000.0
27942,108,YISHUN RING RD,4 ROOM,1.4323235509999999,103.829072,2019-12,310000.0
27944,108A,CANBERRA WALK,,1.447760566,103.8312747,,
27943,108A,CLEMENTI ST 11,,1.322258385,103.77014659999999,,
27945,108A,DEPOT RD,,1.280864939,103.81014259999999,,
27946,108A,MCNAIR RD,,1.320554197,103.8594077,,
27947,108A,PASIR RIS ST 12,,1.3679729569999999,103.95701690000001,,
27948,108B,CANBERRA WALK,,1.4481895169999999,103.8318569,,
28012,108B,MCNAIR RD,4 ROOM,1.319981244,103.8590051,2019-08,720000.0
28008,108B,MCNAIR RD,5 ROOM,1.319981244,103.8590051,2018-10,760000.0
28013,108C,CANBERRA WALK,,1.447353301,103.8317962,,
28079,108C,MCNAIR RD,4 ROOM,1.319844175,103.8594625,2020-01,715000.0
28074,108C,MCNAIR RD,5 ROOM,1.319844175,103.8594625,2019-03,725000.0
28080,108D,CANBERRA WALK,,1.447771937,103.8319071,,
28320,109,ALJUNIED CRES,2 ROOM,1.319392918,103.8844399,2020-01,200000.0
28319,109,ALJUNIED CRES,3 ROOM,1.319392918,103.8844399,2019-11,285000.0
28192,109,ALJUNIED CRES,4 ROOM,1.319392918,103.8844399,2000-09,212000.0
28513,109,ANG MO KIO AVE 4,3 ROOM,1.370096538,103.8376878,2019-03,228000.0
28511,109,ANG MO KIO AVE 4,4 ROOM,1.370096538,103.8376878,2018-12,325000.0
28736,109,BEDOK NTH RD,3 ROOM,1.33205316,103.93493509999999,2019-10,260000.0
28728,109,BEDOK NTH RD,4 ROOM,1.33205316,103.93493509999999,2018-10,382800.0
28707,109,BEDOK NTH RD,5 ROOM,1.33205316,103.93493509999999,2012-05,650000.0
28777,109,BEDOK RESERVOIR RD,3 ROOM,1.3296313659999999,103.9099022,2014-05,320000.0
28776,109,BEDOK RESERVOIR RD,4 ROOM,1.3296313659999999,103.9099022,2013-12,400000.0
28904,109,BISHAN ST 12,4 ROOM,1.346750596,103.8479902,2019-04,506000.0
28937,109,BT BATOK WEST AVE 6,3 ROOM,1.347003767,103.7461704,2019-09,245000.0
29038,109,BT PURMEI RD,3 ROOM,1.273929399,103.8253108,2019-12,328000.0
29037,109,BT PURMEI RD,4 ROOM,1.273929399,103.8253108,2019-10,490000.0
29124,109,C'WEALTH CRES,2 ROOM,1.307249431,103.79893829999999,2014-09,250000.0
29132,109,C'WEALTH CRES,3 ROOM,1.307249431,103.79893829999999,2019-09,275000.0
29165,109,CLEMENTI ST 11,3 ROOM,1.321980677,103.77077609999999,2019-09,315000.0
29202,109,GANGSA RD,3 ROOM,1.377367365,103.7677488,2019-10,258000.0
29185,109,GANGSA RD,4 ROOM,1.377367365,103.7677488,2005-02,220000.0
29339,109,HOUGANG AVE 1,3 ROOM,1.355328589,103.8893763,2019-11,228000.0
29336,109,HOUGANG AVE 1,4 ROOM,1.355328589,103.8893763,2019-08,345000.0
29406,109,JLN BT MERAH,4 ROOM,1.279426714,103.8260869,2019-08,466000.0
29485,109,JURONG EAST ST 13,5 ROOM,1.338361705,103.7359112,2019-10,536000.0
29558,109,LENGKONG TIGA,4 ROOM,1.324580762,103.9106975,2019-11,650000.0
29557,109,LENGKONG TIGA,5 ROOM,1.324580762,103.9106975,2019-07,745000.0
29642,109,LOR 1 TOA PAYOH,3 ROOM,1.341237271,103.8462025,2020-01,290000.0
29714,109,MCNAIR RD,4 ROOM,1.321420379,103.85910030000001,2020-01,490000.0
29713,109,MCNAIR RD,5 ROOM,1.321420379,103.85910030000001,2019-09,671000.0
29817,109,PASIR RIS ST 11,4 ROOM,1.36846368,103.95600909999999,2019-07,382000.0
29816,109,PASIR RIS ST 11,5 ROOM,1.36846368,103.95600909999999,2019-02,466000.0
29892,109,POTONG PASIR AVE 1,3 ROOM,1.334863952,103.8674116,2019-09,380000.0
29893,109,PUNGGOL FIELD,,1.3954381269999998,103.9095324,,
29938,109,RIVERVALE WALK,5 ROOM,1.383283171,103.89964140000001,2019-03,445000.0
30095,109,SERANGOON NTH AVE 1,4 ROOM,1.3694335180000001,103.87051140000001,2019-07,358000.0
30232,109,SIMEI ST 1,4 ROOM,1.3422579280000002,103.95012840000001,2019-09,433000.0
30231,109,SIMEI ST 1,5 ROOM,1.3422579280000002,103.95012840000001,2019-07,522000.0
30304,109,SPOTTISWOODE PK RD,5 ROOM,1.274031873,103.8366527,2019-10,670000.0
30539,109,TAMPINES ST 11,3 ROOM,1.347407807,103.9488118,2020-01,320000.0
30535,109,TAMPINES ST 11,4 ROOM,1.347407807,103.9488118,2019-06,420000.0
30620,109,TECK WHYE LANE,EXECUTIVE,1.378659893,103.7520777,2019-12,510000.0
30661,109,WHAMPOA RD,4 ROOM,1.327148176,103.8557009,2018-11,502000.0
30662,109,WHAMPOA RD,5 ROOM,1.327148176,103.8557009,2018-11,690000.0
30678,109,WOODLANDS ST 13,5 ROOM,1.437520434,103.78095359999999,2012-03,420000.0
30677,109,WOODLANDS ST 13,EXECUTIVE,1.437520434,103.78095359999999,2010-12,478000.0
30729,109,YISHUN RING RD,4 ROOM,1.432799057,103.82864620000001,2013-12,408000.0
30730,109,YISHUN RING RD,5 ROOM,1.432799057,103.82864620000001,2018-02,380000.0
30731,109A,CLEMENTI ST 11,,1.321669866,103.7703516,,
30754,109A,DEPOT RD,4 ROOM,1.280957713,103.8094402,2018-12,535000.0
30755,109A,DEPOT RD,5 ROOM,1.280957713,103.8094402,2019-01,635000.0
30804,109A,EDGEDALE PLAINS,5 ROOM,1.394721864,103.9098738,2020-01,415000.0
30835,109B,DEPOT RD,4 ROOM,1.2809993720000001,103.80922530000001,2019-06,642000.0
30836,109B,DEPOT RD,5 ROOM,1.2809993720000001,103.80922530000001,2019-09,735000.0
30867,109B,EDGEDALE PLAINS,4 ROOM,1.394956962,103.9096342,2018-06,368000.0
30868,109B,EDGEDALE PLAINS,5 ROOM,1.394956962,103.9096342,2018-10,452000.0
30902,109C,EDGEDALE PLAINS,4 ROOM,1.39517272,103.9092816,2018-12,380000.0
30906,109C,EDGEDALE PLAINS,5 ROOM,1.39517272,103.9092816,2020-01,420000.0
30937,109D,EDGEDALE PLAINS,5 ROOM,1.395529913,103.90885959999999,2019-05,423000.0
5107,10A,BEDOK STH AVE 2,,1.322585616,103.9368494,,
5108,10A,BENDEMEER RD,,1.314991389,103.8605054,,
5111,10A,BOON TIONG RD,3 ROOM,1.286358471,103.82962619999999,2020-01,685000.0
5113,10A,BOON TIONG RD,4 ROOM,1.286358471,103.82962619999999,2020-01,968000.0
